VIN,County,City,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1H11E,Yakima,Zillah,,2016,GMC,Savana 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,175.7,48052.6,23,152865250,POINT (-120.611068 46.596645),PACIFICORP,53050702263.6
5YJSA1DP4D,Kitsap,Auburn,NI,2013,Volkswagen,Passat,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,109.6,38252.9,19,145288970,POINT (-122.6064912 47.5236145),PACIFICORP,53009142514.2
5YJSA1H10E,Yakima,Yakima,07,2015,Ford,LTD Crown Victoria,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,116.9,62337.6,12,127660162,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035831586.7
KNDJX3AE8G,Snohomish,Zillah,,2016,Pontiac,Bonneville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,197.8,35686.8,28,183309466,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53035806376.5
5YJSA1DP4D,Snohomish,Bothell,,2014,Lotus,Esprit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,140.2,32597.1,19,136764063,POINT (-122.206146 47.839957),PACIFICORP,53061778451.2
KNDJX3AE8G,Kitsap,Zillah,,2013,Audi,RS6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,196.7,45114.0,7,173364709,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53019652484.3
5YJSA1H10E,Chelan,Bothell,,2013,Infiniti,G37,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,167.8,66242.8,22,140081264,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53047172710.6
KNDJX3AE8G,Yakima,Bothell,,2015,Mitsubishi,Truck,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,178.1,62357.2,14,176384966,POINT (-120.2658133 46.4063477),PACIFICORP,53068942701.7
5YJSA1H10E,Snohomish,Auburn,,2014,Nissan,Sentra,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,108.1,39878.1,21,177634178,POINT (-122.6064912 47.5236145),PACIFICORP,53013655815.9
5YJSA1DP4D,Snohomish,Bothell,,2013,Ford,GT500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,106.1,57060.6,17,184119129,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53015327359.9
5YJSA1H11E,Yakima,Port Orchard,,2013,Chevrolet,Camaro,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,173.4,65563.2,30,171380609,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53039816614.0
KNDJX3AE8G,Snohomish,Zillah,,2013,Lincoln,Navigator L,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,143.1,68448.6,26,154484043,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53019691160.6
5YJSA1H10E,King,Leavenworth,,2014,Ford,Freestar,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.9,45048.3,31,192437185,POINT (-120.2658133 46.4063477),PACIFICORP,53057173322.4
KNDJX3AE8G,Snohomish,Leavenworth,,2015,Kia,Rio,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.5,52718.9,23,153407804,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53075207680.0
5YJSA1H10E,Snohomish,Zillah,,2014,Spyker,C8 Spyder,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,129.1,45987.8,27,159002167,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53056785418.5
5YJSA1DP4D,Yakima,Zillah,,2016,Dodge,Ram,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.4,46248.8,8,139000140,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53056747726.6
5YJSA1H27E,Yakima,Yakima,,2014,Volkswagen,Golf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,137.5,62329.3,2,172497164,POINT (-122.2202561 47.3077398),PUD NO 1 OF CHELAN COUNTY,53017719047.8
5YJSA1H11E,Snohomish,Bothell,,2013,Pontiac,G6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.6,35300.1,24,147023894,POINT (-122.2202561 47.3077398),PUD NO 1 OF CHELAN COUNTY,53018317624.6
5YJSA1H27E,Yakima,Zillah,,2015,Mitsubishi,Diamante,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,196.4,62138.6,5,148468352,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53018461227.5
KNDJX3AE8G,Chelan,Leavenworth,,2016,Acura,ZDX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,195.8,35607.8,6,164741496,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53033327942.8
5YJSA1H27E,King,Yakima,,2015,Acura,MDX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,174.1,46871.0,3,182906089,POINT (-120.6860209 47.7095564),PACIFICORP,53033057463.7
5YJSA1H10E,Snohomish,Bothell,A8,2016,Volvo,240,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,135.9,63624.3,17,151349807,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53024119686.9
5YJSA1H10E,Chelan,Yakima,,2014,Mazda,B-Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,175.6,45431.1,31,150257949,POINT (-120.6860209 47.7095564),PACIFICORP,53055749002.5
5YJSA1H11E,Kitsap,Bothell,,2014,Ford,Fiesta,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,206.9,38899.6,21,164675381,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53013891287.0
5YJSA1H11E,Snohomish,Leavenworth,,2014,Buick,LeSabre,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,194.4,69796.9,31,181724320,POINT (-120.2658133 46.4063477),PACIFICORP,53063778919.9
5YJSA1H11E,Snohomish,Yakima,,2015,Infiniti,G25,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190.2,68592.0,13,147089750,POINT (-122.2202561 47.3077398),PACIFICORP,53048762045.7
5YJSA1H27E,King,Yakima,A8,2016,Volkswagen,Fox,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,96.2,48309.3,17,131264970,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53012674885.2
5YJSA1H11E,Chelan,Zillah,,2013,Dodge,Dakota,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,126.2,52583.3,28,150796321,POINT (-120.6860209 47.7095564),PACIFICORP,53073831714.1
KNDJX3AE8G,Kitsap,Yakima,,2014,Volkswagen,rio,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,127.2,39521.5,11,160724619,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53066260307.9
5YJSA1H10E,Snohomish,Bothell,,2015,Dodge,Caravan,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,119.3,54776.2,6,168450972,POINT (-120.6860209 47.7095564),PACIFICORP,53047323661.4
5YJSA1H11E,Kitsap,Yakima,,2015,Acura,Legend,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,174.1,52301.1,18,151300937,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53046165118.8
5YJSA1DP4D,King,Auburn,,2013,Infiniti,Q,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,106.7,52583.5,8,182358831,POINT (-120.6860209 47.7095564),PACIFICORP,53076121780.5
KNDJX3AE8G,Kitsap,Yakima,,2014,Chevrolet,HHR,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,199.1,39591.0,3,146818714,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53059622601.7
5YJSA1H27E,Kitsap,Auburn,,2015,Audi,R8,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,161.2,53135.0,9,180296039,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53036061416.9
5YJSA1H11E,Snohomish,Auburn,AB,2013,Lincoln,Town Car,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,122.2,68693.4,2,150248588,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53017441914.9
5YJSA1H27E,Chelan,Port Orchard,,2016,Mercury,Sable,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,113.6,56718.0,16,166336264,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53025276830.7
5YJSA1H11E,King,Leavenworth,,2016,Cadillac,Escalade ESV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,112.6,48345.9,11,151495989,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53071318094.6
5YJSA1H10E,Yakima,Yakima,,2014,Mazda,929,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.1,44947.4,27,152073403,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53038180632.4
KNDJX3AE8G,Yakima,Port Orchard,,2016,Land Rover,Range Rover,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,101.9,60243.4,1,130241796,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53058403927.9
5YJSA1H27E,Kitsap,Zillah,,2015,Chevrolet,1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190.6,48777.2,3,185224050,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53018441820.0
5YJSA1H27E,Kitsap,Yakima,,2013,Lexus,IS F,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,134.2,40724.6,13,141003496,POINT (-120.6860209 47.7095564),PACIFICORP,53008770435.3
5YJSA1H11E,King,Yakima,,2014,Buick,Special,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,140.6,41020.5,25,127423059,POINT (-120.6860209 47.7095564),PACIFICORP,53043193067.3
5YJSA1H11E,Snohomish,Port Orchard,,2013,Lexus,LX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,189.1,63960.3,22,137117126,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53010147501.0
KNDJX3AE8G,Yakima,Bothell,,2016,Chevrolet,Aveo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,187.3,65984.3,27,159400676,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53013572392.5
5YJSA1DP4D,Chelan,Auburn,,2015,Volvo,V40,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.7,42138.4,24,165616734,POINT (-120.6860209 47.7095564),PACIFICORP,53074651433.8
5YJSA1H27E,Kitsap,Zillah,,2014,Mitsubishi,Tundra,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,154.4,67346.9,21,128387353,POINT (-122.6064912 47.5236145),PACIFICORP,53015652251.8
5YJSA1DP4D,King,Port Orchard,13,2014,Oldsmobile,Bravada,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,205.5,33478.8,23,183921840,POINT (-122.2202561 47.3077398),PUD NO 1 OF CHELAN COUNTY,53032719870.1
5YJSA1DP4D,Chelan,Leavenworth,,2016,Lamborghini,Diablo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,119.3,42227.8,27,139836115,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53036990940.9
5YJSA1H27E,Snohomish,Auburn,,2014,Scion,tC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170.0,53415.5,4,179399835,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53070832307.7
5YJSA1DP4D,Chelan,Yakima,,2013,Acura,NSX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,194.3,61654.7,6,171408436,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53015624858.8
KNDJX3AE8G,Yakima,Zillah,,2014,Toyota,Sienna,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,187.8,51540.2,12,186557043,POINT (-120.6860209 47.7095564),PACIFICORP,53012600262.0
5YJSA1DP4D,Snohomish,Bothell,,2016,Mercury,Mariner,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100.6,47311.2,2,179212516,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53066632345.1
KNDJX3AE8G,King,Yakima,,2013,Mitsubishi,Chariot,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,117.6,58299.5,6,161277953,POINT (-122.6064912 47.5236145),PACIFICORP,53050277697.3
5YJSA1DP4D,Chelan,Auburn,O,2014,Audi,A6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.8,54199.2,18,159533422,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53069247620.0
KNDJX3AE8G,King,Port Orchard,,2015,Toyota,MR2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,189.8,61961.9,7,160373421,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53017540826.7
5YJSA1H10E,King,Yakima,,2016,Isuzu,Amigo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.5,50501.7,28,150569775,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53023174705.3
5YJSA1DP4D,Yakima,Leavenworth,,2016,Honda,Odyssey,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.4,40862.9,26,159536326,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53053281217.4
5YJSA1DP4D,Yakima,Bothell,,2015,Plymouth,Voyager,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,119.0,67882.1,24,135229624,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53063930065.9
5YJSA1H27E,Snohomish,Port Orchard,TX,2015,Ford,Expedition,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,142.5,46055.5,9,146867069,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53032889423.7
KNDJX3AE8G,King,Port Orchard,,2013,Mazda,Miata MX-5,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.8,62401.9,26,165329204,POINT (-122.206146 47.839957),PACIFICORP,53025477876.3
5YJSA1H11E,King,Zillah,,2014,Pontiac,Firebird,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.6,36830.1,24,173255342,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53031321167.6
5YJSA1H27E,King,Bothell,,2015,Audi,TT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,201.9,34856.1,6,138388335,POINT (-120.2658133 46.4063477),PACIFICORP,53044260432.1
5YJSA1H27E,King,Auburn,,2015,Dodge,Ram Van B350,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,186.8,38613.8,18,171464635,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53032220695.6
5YJSA1H10E,King,Port Orchard,,2014,GMC,Sierra 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,160.2,52047.0,6,128857337,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53067686239.9
KNDJX3AE8G,Chelan,Port Orchard,,2013,Land Rover,Discovery,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,157.0,33466.0,17,146036374,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53044706968.1
5YJSA1H10E,King,Bothell,,2014,Ford,Mustang,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,161.9,49797.9,29,168108912,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53057730081.7
5YJSA1H27E,Snohomish,Leavenworth,,2015,Dodge,Grand Caravan,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,134.1,65780.4,13,172913066,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53075049418.1
KNDJX3AE8G,King,Zillah,,2016,Mazda,Tribute,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.1,62983.0,2,149859710,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53027644934.8
KNDJX3AE8G,Kitsap,Yakima,,2016,Dodge,Caravan,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,122.4,37300.6,8,180635260,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53043255621.4
5YJSA1H10E,Snohomish,Bothell,,2014,Mitsubishi,L300,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.2,62706.0,14,132850123,POINT (-122.2202561 47.3077398),PUD NO 1 OF CHELAN COUNTY,53039045023.9
5YJSA1H27E,Kitsap,Port Orchard,,2013,Mercedes-Benz,SL-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,197.3,50416.0,17,191093947,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53041390436.6
5YJSA1H11E,King,Leavenworth,,2016,Mercedes-Benz,S-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.7,36927.2,3,176055649,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53044661289.9
KNDJX3AE8G,Yakima,Port Orchard,,2014,Volkswagen,Eurovan,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198.3,44653.1,25,185370627,POINT (-120.6860209 47.7095564),PACIFICORP,53033402290.1
5YJSA1H10E,King,Yakima,,2014,Toyota,Avalon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.4,61117.3,20,183851550,POINT (-122.6064912 47.5236145),PACIFICORP,53064074710.0
KNDJX3AE8G,Snohomish,Leavenworth,11,2014,Nissan,300ZX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,112.4,36809.4,3,161379430,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53009836799.4
5YJSA1H10E,King,Bothell,GUA,2013,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,94.9,64158.6,30,139113456,POINT (-122.6064912 47.5236145),PACIFICORP,53040445172.2
5YJSA1DP4D,Chelan,Yakima,01,2014,Nissan,Cube,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,129.2,49291.0,14,134465497,POINT (-120.611068 46.596645),PACIFICORP,53070890046.3
KNDJX3AE8G,Snohomish,Yakima,,2013,Audi,S6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,154.0,49815.3,31,141355829,POINT (-120.2658133 46.4063477),PACIFICORP,53053555806.2
KNDJX3AE8G,Chelan,Bothell,,2013,Buick,Skyhawk,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,109.2,51229.8,15,135701156,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53020513769.4
5YJSA1H10E,Yakima,Bothell,,2013,Suzuki,Kizashi,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111.3,57173.0,7,149425160,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53062492397.2
5YJSA1H27E,Yakima,Bothell,,2015,Chevrolet,Cobalt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,162.1,49248.2,20,144511438,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53059139528.8
5YJSA1H27E,Kitsap,Zillah,,2014,Oldsmobile,88,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,160.0,41721.3,15,137020706,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53031362562.6
5YJSA1H11E,Kitsap,Leavenworth,,2013,Bentley,Azure,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,106.0,39627.9,27,133721589,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53023147155.4
5YJSA1H11E,Yakima,Zillah,,2014,Volvo,V70,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,113.6,40746.0,20,134921356,POINT (-122.206146 47.839957),PACIFICORP,53028716519.7
5YJSA1H10E,King,Port Orchard,,2013,Ford,Explorer,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,113.2,59149.4,6,192742270,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53025225745.0
5YJSA1H11E,Kitsap,Port Orchard,,2016,Ford,Transit Connect,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,174.4,53547.5,21,181581089,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53059631337.0
5YJSA1DP4D,Snohomish,Auburn,,2014,Honda,Odyssey,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,202.5,60845.9,19,168127279,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53019213303.9
5YJSA1H10E,King,Zillah,,2013,Lexus,GS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,196.8,50408.0,14,166177796,POINT (-120.6860209 47.7095564),PACIFICORP,53044260864.9
5YJSA1H27E,King,Yakima,,2014,Chevrolet,Avalanche,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,197.9,60194.6,12,156376699,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53023808900.9
KNDJX3AE8G,Yakima,Leavenworth,,2013,Cadillac,Seville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,102.6,58887.2,26,129657250,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53053663594.3
KNDJX3AE8G,Snohomish,Bothell,,2014,Rambler,Classic,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,166.9,35107.3,19,155391908,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53067877602.7
5YJSA1H11E,Chelan,Zillah,,2014,Lamborghini,Gallardo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,205.1,58691.4,31,154595093,POINT (-120.6860209 47.7095564),PACIFICORP,53026646106.2
5YJSA1H10E,King,Yakima,,2014,Volkswagen,Beetle,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,145.6,66834.9,29,157726398,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53048376927.7
KNDJX3AE8G,Chelan,Port Orchard,,2015,Acura,RL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,199.0,49518.7,15,128439989,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53056950265.7
5YJSA1DP4D,Kitsap,Leavenworth,,2013,Mitsubishi,Lancer,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,181.3,52130.2,11,144059036,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53070092352.4
5YJSA1DP4D,Kitsap,Yakima,COL,2016,Chevrolet,Silverado 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111.2,47398.9,13,168457785,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53034301494.2
KNDJX3AE8G,Chelan,Zillah,,2015,Mazda,RX-7,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.6,32062.0,7,177208155,POINT (-120.2658133 46.4063477),PACIFICORP,53033918749.7
5YJSA1DP4D,Yakima,Bothell,F,2014,Toyota,T100 Xtra,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,177.9,59451.5,17,148789801,POINT (-122.206146 47.839957),PACIFICORP,53030477536.0
5YJSA1H27E,King,Yakima,,2014,Hyundai,Accent,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,188.3,35114.0,28,177749844,POINT (-120.6860209 47.7095564),PACIFICORP,53065953795.0
5YJSA1H27E,Yakima,Leavenworth,,2016,Honda,Prelude,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95.5,49446.0,21,132749764,POINT (-120.2658133 46.4063477),PACIFICORP,53052715966.1
KNDJX3AE8G,King,Leavenworth,,2015,Buick,Rainier,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,142.7,39886.2,20,185940560,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53014275545.4
5YJSA1H10E,Yakima,Bothell,,2014,Porsche,944,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,112.2,57141.6,23,160131461,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53017019285.0
KNDJX3AE8G,Snohomish,Zillah,,2014,Mercury,Sable,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,176.7,68219.9,14,150973477,POINT (-122.206146 47.839957),PACIFICORP,53068385923.5
5YJSA1H11E,Snohomish,Port Orchard,,2015,Dodge,Durango,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,127.3,69456.7,1,182759905,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53060994281.9
5YJSA1H27E,Yakima,Zillah,,2013,Subaru,Tribeca,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,99.5,47849.5,18,183175514,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53048054876.5
5YJSA1H11E,Yakima,Zillah,,2013,Lexus,GX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,189.3,69745.8,18,127298929,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53022079113.7
5YJSA1DP4D,Snohomish,Leavenworth,,2014,Pontiac,G6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.5,53040.7,14,152376039,POINT (-120.2658133 46.4063477),PACIFICORP,53016517491.0
KNDJX3AE8G,Snohomish,Zillah,,2014,Subaru,B9 Tribeca,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.6,59918.9,12,142809537,POINT (-122.6064912 47.5236145),PACIFICORP,53022957619.5
5YJSA1H11E,Chelan,Port Orchard,,2014,Chevrolet,Monte Carlo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,99.2,35934.8,29,179035239,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53009339761.5
5YJSA1H10E,King,Port Orchard,,2016,Acura,NSX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95.4,33564.7,20,136943975,POINT (-122.2202561 47.3077398),PUGET SOUND ENERGY INC,53015386230.0
