VIN,County,City,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1DP4D,King,Yakima,,2014,Plymouth,Grand Voyager,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,139.0,93208.09,6,127558431,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53048934399.3
KNDJX3AE8G,Snohomish,Port Orchard,,2014,Mercedes-Benz,M-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95.6,39851.57,25,158262353,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53071566206.2
5YJSA1H10E,Yakima,Leavenworth,,2014,Dodge,Ram Wagon B250,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,57340.89,44,188143241,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53061054751.3
5YJSA1H10E,Chelan,Zillah,,2013,Subaru,Tribeca,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,133.3,59264.7,38,168026992,POINT (-120.611068 46.596645),PACIFICORP,53050044484.5
KNDJX3AE8G,Kitsap,Auburn,,2015,Chevrolet,Silverado 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.5,75800.66,6,128404716,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53009823044.5
5YJSA1H27E,Snohomish,Port Orchard,,2016,Ford,Focus,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.6,79853.4,33,158602388,POINT (-120.6860209 47.7095564),PACIFICORP,53033557781.6
5YJSA1H10E,Kitsap,Leavenworth,,2013,Volvo,S70,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,120.5,61238.4,13,157431241,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53032860473.4
KNDJX3AE8G,Chelan,Yakima,,2013,Mitsubishi,Truck,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.7,37768.25,1,169866220,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53031490399.2
5YJSA1H10E,Chelan,Yakima,,2014,Pontiac,Parisienne,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,217.0,91537.98,2,152625679,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53037280772.8
5YJSA1DP4D,Yakima,Yakima,,2013,Bentley,Continental GTC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,131.6,59787.34,38,182961772,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53070564102.8
5YJSA1H10E,King,Leavenworth,,2013,Mazda,MX-6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,165.1,70925.02,49,163542309,POINT (-120.2658133 46.4063477),PACIFICORP,53017434058.6
KNDJX3AE8G,Yakima,Zillah,,2016,Volkswagen,Passat,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,252.5,76891.68,3,191635479,POINT (-120.6860209 47.7095564),PACIFICORP,53009550571.4
5YJSA1H27E,Snohomish,Zillah,,2016,Pontiac,Grand Prix,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,225.3,105524.6,17,186245072,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53032765939.5
5YJSA1H11E,Kitsap,Yakima,,2015,Mazda,RX-8,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.9,56385.61,44,187877813,POINT (-122.206146 47.839957),PACIFICORP,53030576439.6
5YJSA1H10E,Yakima,Auburn,,2015,GMC,Sierra 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,161.2,69778.43,47,145872346,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53046715976.7
5YJSA1H10E,Yakima,Zillah,,2015,BMW,X5,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.6,36229.13,40,189896175,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53071725230.2
5YJSA1H27E,King,Bothell,,2015,Mercury,Villager,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,187.5,36119.44,48,161128555,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53070059784.6
KNDJX3AE8G,King,Zillah,,2014,Porsche,Cayenne,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,229.8,109926.01,40,158857854,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53015164651.2
5YJSA1DP4D,Kitsap,Leavenworth,,2014,Chevrolet,Blazer,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,179.2,46624.79,40,162976294,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53022585179.7
5YJSA1H10E,Yakima,Bothell,,2015,Isuzu,Rodeo Sport,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.6,110033.87,16,162088404,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53040441183.2
5YJSA1H27E,King,Leavenworth,A8,2015,Isuzu,Trooper,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,214.0,105836.53,6,170273178,POINT (-122.206146 47.839957),PACIFICORP,53057073870.4
5YJSA1H27E,Snohomish,Port Orchard,,2015,Oldsmobile,Bravada,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,118.9,98441.41,38,191997256,POINT (-122.206146 47.839957),PACIFICORP,53048327910.3
5YJSA1H10E,Chelan,Auburn,,2016,Subaru,Tribeca,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.7,101105.98,15,170468110,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53011233061.9
5YJSA1H10E,King,Auburn,IL,2016,Mazda,626,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233.1,53767.05,13,182239392,POINT (-122.6064912 47.5236145),PACIFICORP,53033597494.9
5YJSA1DP4D,Chelan,Leavenworth,,2014,Porsche,968,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,250.9,59969.97,37,149356789,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53024136668.4
5YJSA1H11E,Chelan,Zillah,,2014,Jeep,Liberty,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,183.0,64853.93,46,182490786,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53046188400.6
5YJSA1H10E,Yakima,Yakima,,2014,Ford,Bronco,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.5,46765.55,3,187936825,POINT (-120.6860209 47.7095564),PACIFICORP,53014778848.7
5YJSA1H27E,Snohomish,Leavenworth,,2016,Mitsubishi,Galant,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,123.0,59842.75,12,153158508,POINT (-122.6064912 47.5236145),PACIFICORP,53015803500.3
KNDJX3AE8G,Chelan,Yakima,,2016,GMC,Savana 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,252.2,69285.95,8,172863936,POINT (-120.6860209 47.7095564),PACIFICORP,53024640814.6
5YJSA1H27E,Kitsap,Yakima,,2015,Toyota,Previa,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,188.9,48501.2,10,141589238,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53018286389.6
KNDJX3AE8G,Yakima,Auburn,,2013,Pontiac,Sunbird,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.0,91715.83,24,133069485,POINT (-120.2658133 46.4063477),PACIFICORP,53033917471.3
5YJSA1H27E,King,Zillah,,2014,Suzuki,Grand Vitara,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,109.7,33735.08,33,173392511,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53041978153.8
5YJSA1DP4D,King,Auburn,,2014,Buick,Park Avenue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.2,56975.11,39,145111948,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53010932587.2
5YJSA1DP4D,Chelan,Zillah,,2014,Eagle,Talon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,261.6,92733.32,8,178679317,POINT (-120.611068 46.596645),PACIFICORP,53055927144.8
5YJSA1H11E,Chelan,Auburn,,2016,Pontiac,Sunbird,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.3,37108.82,26,181764070,POINT (-122.6064912 47.5236145),PACIFICORP,53009850026.2
KNDJX3AE8G,Yakima,Leavenworth,,2015,Ford,Probe,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,260.5,73839.6,17,168282823,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53049170075.4
5YJSA1H11E,Kitsap,Yakima,,2014,Ford,Mustang,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,250.9,103757.94,13,131763862,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53035035989.9
5YJSA1H11E,Snohomish,Yakima,,2015,Mazda,B-Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.3,106657.18,40,128501599,POINT (-120.611068 46.596645),PACIFICORP,53009227000.7
5YJSA1DP4D,King,Leavenworth,,2016,Nissan,NV2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,168.2,77264.83,26,138291317,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53054612063.9
5YJSA1DP4D,Snohomish,Bothell,,2015,Ford,Aerostar,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,141.1,44439.52,11,162500391,POINT (-120.6860209 47.7095564),PACIFICORP,53067863770.7
5YJSA1DP4D,Snohomish,Zillah,,2013,Cadillac,Seville,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,159.7,87521.77,43,159709093,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53033540892.6
5YJSA1H27E,Chelan,Auburn,,2013,Lincoln,Mark VIII,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,126.4,48478.4,24,141032577,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53046526226.5
5YJSA1DP4D,Chelan,Zillah,,2014,Buick,Regal,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,157.4,34730.15,16,132215206,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53015450838.6
5YJSA1DP4D,Chelan,Auburn,,2013,Chrysler,Concorde,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.4,96175.17,48,164443654,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53075646543.8
5YJSA1H11E,Kitsap,Port Orchard,,2013,Nissan,Quest,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,139.6,72705.61,29,135637835,POINT (-120.611068 46.596645),PACIFICORP,53034752169.0
5YJSA1DP4D,King,Bothell,,2015,Volvo,C70,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,167.8,63406.03,41,145781849,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53026762382.6
5YJSA1H10E,Kitsap,Bothell,,2013,Suzuki,Sidekick,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,128.1,94211.78,1,169664657,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53034493602.0
KNDJX3AE8G,Yakima,Bothell,,2013,Ford,Expedition EL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,171.6,86103.15,2,136948941,POINT (-120.2658133 46.4063477),PACIFICORP,53052812196.4
5YJSA1H10E,Kitsap,Auburn,,2014,Mazda,MX-6,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,123.6,104482.95,23,155551442,POINT (-122.206146 47.839957),PACIFICORP,53060691375.1
5YJSA1H10E,Chelan,Port Orchard,,2014,Nissan,Sentra,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,118.6,69984.61,8,132309091,POINT (-120.2658133 46.4063477),PACIFICORP,53027223432.7
5YJSA1H11E,Yakima,Bothell,18,2014,Scion,xD,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,102.9,57901.83,8,179979160,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53040460139.7
5YJSA1H11E,Chelan,Bothell,1084,2014,Eagle,Summit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,148.5,80122.79,14,167870222,POINT (-120.6860209 47.7095564),PACIFICORP,53029069886.6
5YJSA1H11E,Snohomish,Yakima,,2013,Hyundai,Elantra,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,178.7,82038.27,35,172243745,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53032499997.1
5YJSA1DP4D,King,Bothell,,2014,Dodge,Ram 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,161.4,48363.94,11,157692166,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53008223350.7
KNDJX3AE8G,Yakima,Leavenworth,05,2013,Hummer,H2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.8,89594.79,37,159925089,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53067413503.5
5YJSA1H11E,Kitsap,Zillah,COL,2015,BMW,6 Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.1,78130.35,21,156527485,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53075714127.2
5YJSA1H27E,Snohomish,Zillah,,2015,Dodge,Ram,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190.8,53218.83,2,141965500,POINT (-122.206146 47.839957),PACIFICORP,53050591806.2
KNDJX3AE8G,Kitsap,Port Orchard,,2015,Honda,Fit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,235.0,109448.74,28,132333374,POINT (-120.611068 46.596645),PACIFICORP,53048892881.8
5YJSA1DP4D,Snohomish,Leavenworth,,2015,Land Rover,Range Rover,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,119.9,68280.87,27,160248254,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53055038630.4
KNDJX3AE8G,Kitsap,Leavenworth,,2014,Cadillac,Escalade,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,160.0,65154.59,34,178271841,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53073960177.8
5YJSA1DP4D,King,Port Orchard,,2014,Ford,Club Wagon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192.4,77572.17,34,179125409,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53010213958.0
5YJSA1DP4D,Snohomish,Bothell,,2013,Isuzu,Trooper,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,113.6,68643.15,38,181886725,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53020397647.3
5YJSA1H10E,Snohomish,Bothell,,2014,Chevrolet,Camaro,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,119.3,81220.2,11,141743772,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53012442480.5
5YJSA1H10E,Snohomish,Yakima,,2016,Chevrolet,S10,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,157.1,83389.65,49,166821633,POINT (-122.6064912 47.5236145),PACIFICORP,53010144643.4
5YJSA1H10E,Yakima,Auburn,,2016,Land Rover,LR4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245.6,56266.0,49,127198881,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53055782260.8
5YJSA1DP4D,Kitsap,Leavenworth,CHP,2013,Pontiac,Trans Sport,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,131.1,44271.01,48,191608560,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53065065677.1
KNDJX3AE8G,King,Zillah,,2016,Toyota,Corolla,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,172.4,71554.64,35,140554340,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53021989637.9
5YJSA1H27E,Kitsap,Leavenworth,,2015,Honda,Fit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.1,94192.08,25,181387282,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53033147718.0
5YJSA1H11E,Chelan,Zillah,,2016,Chevrolet,Silverado 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.4,54950.68,31,187125437,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53013764435.7
5YJSA1H10E,Kitsap,Leavenworth,,2014,Ford,Expedition,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,180.5,84689.08,37,157550029,POINT (-122.6064912 47.5236145),PACIFICORP,53067737965.5
5YJSA1H27E,Kitsap,Bothell,,2015,Lexus,GS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.9,75985.04,14,139487315,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53063236884.1
5YJSA1H27E,Chelan,Bothell,,2014,Isuzu,Hombre,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164.1,87218.68,21,142316434,POINT (-122.6064912 47.5236145),PACIFICORP,53050271365.4
5YJSA1H10E,Yakima,Leavenworth,,2016,GMC,3500 Club Coupe,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,228.1,31964.31,11,166746569,POINT (-122.6064912 47.5236145),PACIFICORP,53031805680.9
5YJSA1DP4D,Yakima,Yakima,,2016,Lotus,Esprit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,262.6,62015.91,44,189623987,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53009133268.7
KNDJX3AE8G,Kitsap,Bothell,,2013,Chevrolet,Vega,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,135.0,43744.04,7,168524202,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53043268199.9
5YJSA1DP4D,Chelan,Yakima,,2015,Volkswagen,Jetta,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,261.8,35184.77,44,138258128,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53067526201.9
KNDJX3AE8G,Yakima,Zillah,,2016,Volkswagen,Rabbit,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,104.6,66586.2,40,140138428,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53055570978.5
5YJSA1H10E,Snohomish,Auburn,,2013,BMW,X3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,167.5,76209.01,35,141012883,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53041238375.7
5YJSA1H10E,King,Port Orchard,,2013,Chevrolet,Tahoe,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,148.8,45942.18,12,151918126,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53021576617.7
5YJSA1H11E,Chelan,Auburn,,2013,GMC,Sonoma,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,129.2,56885.31,29,179532774,POINT (-122.206146 47.839957),PACIFICORP,53075089569.8
5YJSA1H27E,Yakima,Yakima,,2015,Volkswagen,riolet,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,139.4,82928.52,16,158067786,POINT (-120.2658133 46.4063477),PACIFICORP,53058249246.2
5YJSA1H11E,Snohomish,Bothell,CO,2016,Mercedes-Benz,500SL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,171.2,92009.06,41,184018911,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53066892642.5
5YJSA1H11E,Yakima,Leavenworth,,2015,Ferrari,599 GTB Fiorano,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,102.2,51693.92,27,178257003,POINT (-122.206146 47.839957),PACIFICORP,53074126430.0
5YJSA1H10E,Yakima,Leavenworth,,2016,Isuzu,Trooper,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124.1,56035.86,3,156173680,POINT (-122.206146 47.839957),PACIFICORP,53020244872.4
5YJSA1H11E,Yakima,Bothell,,2016,Chevrolet,Corvette,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.4,55946.28,24,188723956,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53011686592.2
5YJSA1DP4D,Kitsap,Auburn,O,2016,Geo,Storm,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,143.0,72161.81,46,186999686,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53022163485.5
KNDJX3AE8G,King,Bothell,,2013,Lexus,IS F,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.3,32172.02,38,187421557,POINT (-122.6064912 47.5236145),PACIFICORP,53014362325.5
5YJSA1H11E,Kitsap,Port Orchard,,2013,Subaru,Baja,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200.4,55305.08,13,167936890,POINT (-122.206146 47.839957),PACIFICORP,53022436757.5
5YJSA1H11E,Chelan,Bothell,,2013,Volkswagen,Golf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,122.5,90794.79,48,178275235,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53044481928.6
5YJSA1H11E,King,Bothell,,2015,Chevrolet,Venture,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.6,47823.47,3,159225413,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53025880938.3
5YJSA1H27E,Chelan,Leavenworth,,2013,Mitsubishi,Eclipse,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,216.7,102300.16,29,152724775,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53032396372.5
5YJSA1H10E,Kitsap,Yakima,,2014,Ford,Excursion,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,156.1,59828.48,49,141069839,POINT (-120.6860209 47.7095564),PACIFICORP,53033384880.1
5YJSA1H27E,Kitsap,Auburn,,2015,GMC,Vandura 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,248.0,37691.86,9,184115168,POINT (-120.2658133 46.4063477),PACIFICORP,53022254656.2
5YJSA1DP4D,Chelan,Bothell,,2016,Oldsmobile,Intrigue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,219.8,43830.46,8,179212693,POINT (-120.2658133 46.4063477),PACIFICORP,53016764834.6
5YJSA1DP4D,Chelan,Bothell,,2013,Acura,CL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,257.1,70516.94,17,132236957,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53026710110.6
5YJSA1DP4D,King,Yakima,,2015,Buick,Park Avenue,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,191.7,94038.53,15,188368868,POINT (-120.2658133 46.4063477),PACIFICORP,53037915289.7
5YJSA1H10E,Yakima,Port Orchard,,2016,Bentley,Continental Super,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,170.7,36528.93,37,170387954,POINT (-120.2658133 46.4063477),PACIFICORP,53024415819.8
5YJSA1DP4D,Chelan,Zillah,,2015,Volkswagen,Golf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,219.2,57730.3,32,174229827,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53018767307.2
5YJSA1DP4D,King,Leavenworth,,2015,Chrysler,PT Cruiser,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,260.9,86840.21,23,151586669,POINT (-122.6064912 47.5236145),PACIFICORP,53053444999.5
5YJSA1H27E,Chelan,Zillah,,2016,MINI,Cooper,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.1,50792.81,44,180563334,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53038692872.7
5YJSA1H10E,Kitsap,Auburn,,2015,Chevrolet,Express 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.8,77446.52,8,162088351,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53038301046.1
5YJSA1H27E,Yakima,Auburn,A1,2013,Mazda,929,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,163.7,99233.07,38,191991836,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53073981713.7
5YJSA1H11E,King,Auburn,,2014,Mercedes-Benz,CLS-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,145.4,88339.6,37,141112460,POINT (-120.2658133 46.4063477),PACIFICORP,53053384672.5
5YJSA1H11E,Chelan,Port Orchard,,2015,Ford,Escort,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198.3,62340.76,8,169849533,POINT (-122.206146 47.839957),PACIFICORP,53010167205.7
5YJSA1H27E,Snohomish,Zillah,,2015,Pontiac,Firefly,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,232.2,56318.41,7,181781658,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53050294206.6
5YJSA1H11E,Kitsap,Zillah,,2016,Saab,9-3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,188.1,73386.74,36,179163461,POINT (-120.611068 46.596645),PACIFICORP,53062762189.3
5YJSA1H27E,King,Leavenworth,,2016,Honda,Civic,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,232.3,110294.32,23,162432742,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53056129746.5
5YJSA1H10E,King,Leavenworth,,2015,Audi,4000s,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,209.8,33261.98,48,183277531,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53064271274.2
5YJSA1DP4D,King,Yakima,,2013,Nissan,Altima,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,241.9,71127.35,5,177721141,POINT (-120.2658133 46.4063477),PACIFICORP,53028530385.3
5YJSA1H27E,Yakima,Port Orchard,,2013,Ford,Econoline E150,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.1,48068.83,30,135472583,POINT (-120.611068 46.596645),PACIFICORP,53056269764.8
