Seat Comfort,Cabin Staff Service,Ground Service,Food & Beverages,Inflight Entertainment,Value For Money,Review Sentiment,Seat_Types_Business Class,Seat_Types_Economy Class,Seat_Types_First Class,Seat_Types_Premium Economy,Type_of_Travellers_Business,Type_of_Travellers_Couple Leisure,Type_of_Travellers_Family Leisure,Type_of_Travellers_Solo Leisure,index,Recommended
1.0,2.0,1.0,3.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,430,no
4.0,2.0,1.0,3.0,4.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,431,yes
1.0,5.0,5.0,3.0,2.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,433,no
1.0,2.0,2.0,2.0,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,434,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,435,no
3.0,4.0,1.0,1.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,437,no
1.0,2.0,1.0,2.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,447,no
2.0,3.0,2.0,2.0,5.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,448,no
2.0,2.0,1.0,2.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,449,no
3.0,2.0,2.0,2.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,450,no
4.0,5.0,3.0,5.0,4.0,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,455,yes
3.0,5.0,4.0,3.0,2.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,458,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,460,yes
3.0,3.0,4.0,4.0,4.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,461,yes
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,462,yes
2.0,4.0,4.0,4.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,463,no
3.0,1.0,3.0,1.0,2.0,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,473,no
2.0,3.0,1.0,3.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,480,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,481,no
5.0,4.0,3.0,1.0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,483,yes
4.0,5.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,485,yes
4.0,1.0,1.0,2.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,486,no
4.0,5.0,4.0,5.0,4.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,491,yes
5.0,5.0,4.0,4.0,4.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,492,yes
1.0,2.0,3.0,3.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,496,no
4.0,4.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,498,yes
4.0,5.0,4.0,4.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,501,yes
2.0,4.0,3.0,1.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,504,no
5.0,5.0,5.0,5.0,5.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,508,no
5.0,5.0,4.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,509,yes
2.0,5.0,3.0,1.0,2.0,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,510,no
4.0,1.0,5.0,1.0,5.0,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,515,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,517,no
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,519,yes
5.0,5.0,5.0,1.0,5.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,520,no
5.0,5.0,4.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,521,yes
3.0,2.0,2.0,1.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,537,no
3.0,3.0,5.0,2.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,538,no
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,539,yes
5.0,5.0,5.0,5.0,2.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,540,yes
1.0,1.0,1.0,1.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,541,no
2.0,3.0,1.0,2.0,1.0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,545,no
5.0,5.0,5.0,4.0,2.0,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,552,yes
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,555,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,556,no
2.0,3.0,1.0,3.0,2.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,558,no
3.0,5.0,4.0,4.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,561,yes
5.0,5.0,5.0,5.0,3.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,562,yes
4.0,5.0,5.0,5.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,563,yes
4.0,5.0,2.0,5.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,564,yes
3.0,3.0,1.0,3.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,566,no
4.0,5.0,4.0,5.0,5.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,568,yes
3.0,5.0,2.0,1.0,3.0,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,570,no
4.0,2.0,3.0,1.0,3.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,572,no
1.0,3.0,1.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,573,no
1.0,4.0,4.0,3.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,575,no
5.0,5.0,5.0,4.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,577,yes
2.0,3.0,3.0,2.0,1.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,580,no
3.0,4.0,3.0,3.0,3.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,582,yes
2.0,2.0,4.0,2.0,4.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,583,no
5.0,5.0,1.0,5.0,3.0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,584,no
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,586,yes
3.0,5.0,3.0,4.0,4.0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,587,yes
2.0,4.0,4.0,4.0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,588,no
2.0,5.0,1.0,5.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,589,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,590,no
4.0,5.0,4.0,4.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,591,yes
4.0,5.0,4.0,5.0,4.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,592,yes
1.0,1.0,2.0,2.0,3.0,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,593,no
3.0,4.0,1.0,4.0,4.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,594,no
4.0,5.0,5.0,3.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,596,yes
4.0,4.0,4.0,4.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,600,yes
2.0,5.0,1.0,4.0,2.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,601,yes
3.0,1.0,3.0,1.0,2.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,603,no
1.0,3.0,4.0,2.0,1.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,606,yes
1.0,3.0,2.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,608,no
2.0,1.0,5.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,609,no
3.0,4.0,1.0,3.0,4.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,610,no
1.0,3.0,1.0,2.0,2.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,611,no
5.0,5.0,4.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,614,yes
3.0,3.0,4.0,2.0,1.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,617,yes
3.0,5.0,4.0,4.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,618,yes
5.0,5.0,4.0,5.0,2.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,619,yes
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,621,yes
2.0,2.0,5.0,1.0,1.0,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,625,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,627,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,628,no
3.0,5.0,5.0,4.0,4.0,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,629,yes
4.0,5.0,5.0,5.0,1.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,631,yes
1.0,3.0,2.0,3.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,634,no
3.0,3.0,3.0,3.0,3.0,4,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,635,yes
4.0,5.0,5.0,5.0,5.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,636,yes
3.0,4.0,3.0,4.0,2.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,638,yes
1.0,4.0,1.0,3.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,639,no
3.0,2.0,3.0,3.0,3.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,640,no
4.0,2.0,4.0,2.0,3.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,641,no
3.0,3.0,3.0,3.0,3.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,644,yes
5.0,5.0,5.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,649,yes
2.0,3.0,3.0,2.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,650,no
4.0,2.0,3.0,3.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,651,no
1.0,1.0,2.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,652,no
1.0,4.0,1.0,1.0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,653,no
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,654,yes
2.0,2.0,2.0,2.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,655,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,656,no
4.0,4.0,4.0,4.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,658,yes
4.0,5.0,5.0,3.0,5.0,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,659,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,660,yes
4.0,5.0,5.0,4.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,661,yes
1.0,4.0,4.0,3.0,2.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,662,no
5.0,5.0,4.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,665,yes
2.0,4.0,3.0,4.0,1.0,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,668,no
4.0,4.0,5.0,4.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,670,yes
3.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,671,yes
1.0,1.0,1.0,1.0,5.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,672,no
5.0,5.0,5.0,5.0,4.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,674,yes
2.0,3.0,2.0,3.0,2.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,676,no
3.0,5.0,3.0,2.0,3.0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,678,no
4.0,1.0,3.0,1.0,4.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,679,no
5.0,1.0,2.0,2.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,683,no
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,684,yes
4.0,4.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,686,yes
1.0,2.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,688,no
1.0,3.0,4.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,689,no
5.0,4.0,4.0,4.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,690,yes
5.0,5.0,5.0,5.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,693,yes
4.0,5.0,1.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,694,no
5.0,5.0,5.0,5.0,3.0,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,695,yes
3.0,3.0,1.0,3.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,696,no
1.0,4.0,4.0,3.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,700,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,701,yes
5.0,4.0,4.0,3.0,4.0,4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,703,yes
3.0,3.0,3.0,1.0,3.0,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,704,no
5.0,5.0,2.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,706,yes
5.0,5.0,4.0,4.0,4.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,707,yes
4.0,5.0,3.0,4.0,2.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,709,yes
4.0,4.0,4.0,4.0,1.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,710,yes
1.0,4.0,1.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,713,no
3.0,5.0,1.0,3.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,719,no
3.0,4.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,722,no
3.0,4.0,1.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,724,no
2.0,3.0,4.0,4.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,725,no
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,726,yes
1.0,2.0,1.0,2.0,4.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,729,no
4.0,5.0,5.0,3.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,730,yes
2.0,3.0,3.0,1.0,4.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,731,no
3.0,4.0,4.0,5.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,732,yes
4.0,2.0,4.0,1.0,2.0,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,734,no
5.0,5.0,5.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,737,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,738,yes
5.0,5.0,5.0,4.0,3.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,741,yes
3.0,3.0,1.0,3.0,4.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,742,no
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,743,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,744,no
1.0,3.0,5.0,4.0,1.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,746,no
3.0,4.0,1.0,3.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,747,no
4.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,748,yes
2.0,4.0,1.0,2.0,2.0,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,750,no
4.0,5.0,5.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,752,yes
1.0,5.0,4.0,3.0,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,755,no
4.0,5.0,5.0,5.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,756,yes
1.0,2.0,1.0,2.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,757,no
1.0,4.0,1.0,3.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,758,no
2.0,2.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,761,no
2.0,4.0,1.0,2.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,762,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,764,no
3.0,1.0,5.0,1.0,4.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,767,no
3.0,5.0,4.0,4.0,2.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,770,yes
4.0,3.0,2.0,3.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,771,yes
3.0,4.0,1.0,4.0,4.0,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,772,no
1.0,1.0,3.0,3.0,2.0,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,774,no
4.0,5.0,5.0,3.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,775,yes
1.0,3.0,3.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,776,no
4.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,778,yes
1.0,4.0,4.0,3.0,5.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,779,yes
5.0,5.0,5.0,3.0,5.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,781,yes
4.0,5.0,4.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,782,yes
3.0,4.0,3.0,1.0,3.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,787,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,789,no
3.0,1.0,3.0,1.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,796,no
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,797,yes
1.0,2.0,1.0,2.0,2.0,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,800,no
3.0,3.0,3.0,3.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,801,yes
5.0,5.0,5.0,5.0,1.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,802,yes
4.0,5.0,3.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,803,yes
2.0,2.0,3.0,2.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,810,no
1.0,1.0,1.0,2.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,812,no
2.0,4.0,3.0,4.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,813,no
2.0,2.0,1.0,2.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,814,no
3.0,3.0,1.0,1.0,5.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,816,no
1.0,3.0,4.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,817,no
3.0,4.0,3.0,1.0,5.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,818,no
3.0,4.0,3.0,2.0,3.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,819,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,821,no
5.0,5.0,5.0,5.0,3.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,822,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,825,no
4.0,3.0,3.0,4.0,3.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,826,yes
4.0,5.0,4.0,4.0,4.0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,827,yes
3.0,4.0,4.0,3.0,5.0,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,830,no
4.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,832,yes
4.0,5.0,5.0,5.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,833,yes
3.0,4.0,4.0,4.0,3.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,834,yes
2.0,4.0,4.0,4.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,836,no
1.0,5.0,4.0,4.0,4.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,837,no
3.0,3.0,3.0,2.0,4.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,838,no
3.0,1.0,3.0,2.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,840,no
4.0,5.0,5.0,5.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,842,yes
4.0,4.0,4.0,3.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,844,yes
4.0,4.0,3.0,4.0,3.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,845,yes
3.0,5.0,2.0,3.0,5.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,846,yes
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,849,no
4.0,5.0,4.0,4.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,851,yes
4.0,4.0,3.0,4.0,4.0,4,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,853,yes
2.0,1.0,3.0,1.0,1.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,855,no
3.0,5.0,1.0,2.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,856,no
5.0,5.0,1.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,859,yes
5.0,5.0,5.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,860,yes
4.0,5.0,4.0,4.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,861,yes
2.0,2.0,3.0,2.0,2.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,863,no
3.0,5.0,5.0,4.0,2.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,865,yes
4.0,2.0,3.0,3.0,3.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,868,no
2.0,3.0,4.0,4.0,1.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,870,no
3.0,4.0,5.0,3.0,1.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,871,yes
5.0,5.0,4.0,5.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,872,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,876,yes
1.0,2.0,1.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,878,no
5.0,4.0,4.0,2.0,2.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,883,yes
2.0,3.0,3.0,1.0,2.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,885,no
